2.098400000000000000e+04,0.000000000000000000e+00
5.845000000000000000e+03,1.000000000000000000e+00
1.110100000000000000e+04,2.000000000000000000e+00
1.241400000000000000e+04,3.000000000000000000e+00
2.389000000000000000e+04,4.000000000000000000e+00
5.328000000000000000e+03,5.000000000000000000e+00
1.684200000000000000e+04,6.000000000000000000e+00
3.483500000000000000e+04,7.000000000000000000e+00
3.696700000000000000e+04,8.000000000000000000e+00
7.805000000000000000e+03,9.000000000000000000e+00
1.314200000000000000e+04,1.000000000000000000e+01
6.742000000000000000e+03,1.100000000000000000e+01
1.779100000000000000e+04,1.200000000000000000e+01
2.999700000000000000e+04,1.300000000000000000e+01
1.940600000000000000e+04,1.400000000000000000e+01
3.217300000000000000e+04,1.500000000000000000e+01
9.111000000000000000e+03,1.600000000000000000e+01
5.275000000000000000e+03,1.700000000000000000e+01
9.674000000000000000e+03,1.800000000000000000e+01
7.339000000000000000e+03,1.900000000000000000e+01
1.706200000000000000e+04,2.000000000000000000e+01
2.609100000000000000e+04,2.100000000000000000e+01
6.006000000000000000e+04,2.200000000000000000e+01
5.548000000000000000e+03,2.300000000000000000e+01
2.185000000000000000e+04,2.400000000000000000e+01
3.851400000000000000e+04,2.500000000000000000e+01
2.035200000000000000e+04,2.600000000000000000e+01
1.351400000000000000e+04,2.700000000000000000e+01
6.119000000000000000e+03,2.800000000000000000e+01
3.311600000000000000e+04,2.900000000000000000e+01
3.540600000000000000e+04,3.000000000000000000e+01
1.701400000000000000e+04,3.100000000000000000e+01
5.937000000000000000e+03,3.200000000000000000e+01
1.163000000000000000e+04,3.300000000000000000e+01
2.295700000000000000e+04,3.400000000000000000e+01
2.549600000000000000e+04,3.500000000000000000e+01
6.946000000000000000e+03,3.600000000000000000e+01
1.580000000000000000e+04,3.700000000000000000e+01
2.223200000000000000e+04,3.800000000000000000e+01
1.714000000000000000e+03,3.900000000000000000e+01
4.635000000000000000e+03,4.000000000000000000e+01
4.092500000000000000e+04,4.100000000000000000e+01
1.698600000000000000e+04,4.200000000000000000e+01
2.423500000000000000e+04,4.300000000000000000e+01
2.956500000000000000e+04,4.400000000000000000e+01
2.632000000000000000e+03,4.500000000000000000e+01
4.585000000000000000e+03,4.600000000000000000e+01
2.122000000000000000e+04,4.700000000000000000e+01
2.726100000000000000e+04,4.800000000000000000e+01
4.062600000000000000e+04,4.900000000000000000e+01
3.204600000000000000e+04,5.000000000000000000e+01
2.723500000000000000e+04,5.100000000000000000e+01
2.885600000000000000e+04,5.200000000000000000e+01
1.514400000000000000e+04,5.300000000000000000e+01
1.027700000000000000e+04,5.400000000000000000e+01
1.028800000000000000e+04,5.500000000000000000e+01
4.182000000000000000e+03,5.600000000000000000e+01
3.792000000000000000e+04,5.700000000000000000e+01
1.384800000000000000e+04,5.800000000000000000e+01
8.034000000000000000e+03,5.900000000000000000e+01
2.415600000000000000e+04,6.000000000000000000e+01
8.992000000000000000e+03,6.100000000000000000e+01
3.852600000000000000e+04,6.200000000000000000e+01
1.272600000000000000e+04,6.300000000000000000e+01
1.065300000000000000e+04,6.400000000000000000e+01
3.322000000000000000e+04,6.500000000000000000e+01
1.029300000000000000e+04,6.600000000000000000e+01
3.082400000000000000e+04,6.700000000000000000e+01
2.281400000000000000e+04,6.800000000000000000e+01
2.239500000000000000e+04,6.900000000000000000e+01
5.283400000000000000e+04,7.000000000000000000e+01
1.541500000000000000e+04,7.100000000000000000e+01
4.319000000000000000e+04,7.200000000000000000e+01
1.502900000000000000e+04,7.300000000000000000e+01
8.909000000000000000e+03,7.400000000000000000e+01
4.694800000000000000e+04,7.500000000000000000e+01
8.300000000000000000e+03,7.600000000000000000e+01
1.830200000000000000e+04,7.700000000000000000e+01
2.573900000000000000e+04,7.800000000000000000e+01
3.411300000000000000e+04,7.900000000000000000e+01
1.360700000000000000e+04,8.000000000000000000e+01
2.345300000000000000e+04,8.100000000000000000e+01
3.022200000000000000e+04,8.200000000000000000e+01
3.279900000000000000e+04,8.300000000000000000e+01
4.047300000000000000e+04,8.400000000000000000e+01
2.980300000000000000e+04,8.500000000000000000e+01
